merchant_name,status,nooftransactions
PICPAY *QX9 FILIPEALV,rejected,2
MEDIA MARKT ONLINE,completed,1
LANCHONETE PASTELANDIA,completed,4
DROGASIL 2826,completed,2
VICTORIA VERDE,completed,1
99* POP 18Jul 14h37min,rejected,1
TAXI IBIZA,completed,1
COINBASE W8MD,completed,1
LA CISTERNA DEL MORO,completed,1
THE LAB COFFEE ROASTERS,completed,1
FIVE GUYS CHISWI,completed,1
IZ *EVERYhaus,completed,1
MERCA CHINA MIJAS,completed,1
LE PILATUS,completed,1
FILIAL BARRA DA TIJUCA,completed,2
GRANITO,completed,6
ALDI STORES,completed,1
CASA DE CARNES F LTDA,completed,2
BP ASHDENE S/STN -LON BND,completed,1
CRUZADA DA BARRA,completed,4
COM VAR DE DERV DE PET,completed,2
DEMERGE BRAS*DropboxD8,rejected,1
E.S. CALLDETENE,completed,3
LIDL ELCHE-CRTA.DOLORES,completed,1
MONS MELLIS,rejected,1
EMPORIUM FM DE MANIPU,completed,2
ANG SUPER FL 08,completed,10
PARASIA ELLINIKI KOUZI,completed,1
DRIM LA MAQUINISTA,completed,1
DEPOSITO NASCIMENTO,completed,2
The Crew,completed,2
ESHOPWORLD/VIC SECRET,completed,1
PANEPIZZA,rejected,1
AMAZON.DE AMAZON.DE,rejected,1
NISA LOCAL 01,completed,1
UNHAS E ACESSORIOS,completed,2
JABA,completed,2
HEATHROW T5,completed,1
VILMAR BAR E RESTAURAN,completed,2
PRAXIS 229,rejected,1
JURYS,completed,1
Pirates 5,completed,1
PADARIA ALVORADA,completed,2
Dussmann d.KulturKaufhaus,completed,1
AUTO POSTO BIDU IV,completed,6
Google Storage,completed,4
SALAO LINDHAIR,completed,2
+ Brasil Vila Alda,canceled,4
VUELING AIRLINES,rejected,1
QQ BIKES MUELLE,completed,1
FLORIDA,completed,6
CASPE ALIMENTACIO SL,completed,1
MariaVeronicaDaSi,rejected,1
TESCO STORES 5126,completed,2
SVPR COMERCIAL DE EMBA,completed,2
E.S. MONTILLA,completed,3
PERFUMARIA FANTASIA,completed,2
PASTELARIA UNIAO,completed,2
AUTO POSTO DO IMIGRANT,completed,2
RONDOBRAS AUTO PECAS,completed,2
PAYPAL *FITNESSDIGI,completed,1
POSTO JAGUAR DO ANIL,completed,2
EBANX*SONYPLAYSTATN,canceled,2
MERCADINHO NIPPO,completed,2
BELLAVITA,completed,2
MARIA AMELIA CAFETERIA,rejected,1
SP BROOKLIN NOVO C,completed,2
DROGARIA COTIFARMA,completed,2
EMPORIO JOTA,completed,4
99* POP 22Jul 19h21min,rejected,1
OLLA DELS EXPERIMENTS,completed,1
Amazon.es,rejected,1
CHARME COSMET CAXIAS,completed,2
COLONY RESTAURANT,completed,1
CARNICERIA EL ALTILLO,completed,26
"CIRCLE K WARSZAWA,",completed,1
KORIN MOEMA,completed,4
frutosdegoiascotr,completed,6
WWW.ICELAND.CO.UK,completed,1
PERFUMERIAS PRIMOR,completed,1
F G FRATELLI,completed,2
MERCPAGO    *PRIMOS,completed,2
MERCADONA CC AREASUR,completed,1
DE SUPERMARKT B.V.,completed,27
COINBASE FGJB37RA3,completed,1
TESCO PFS 2553,completed,2
RESTAURANTE GOKOKU,completed,4
Clenea      *Clenea,completed,4
DEP BEBIDAS BARRETO,completed,4
LE CREUSET D*400026768,completed,2
FarmaciaPestana,completed,4
SALON DE ESTETICA Y QUIRO,completed,2
EL HIGUERON,completed,1
Vue Cinema,completed,1
JULIOMAR E GRAZI COMER,completed,2
TROPEIRO RESTAURANTE,completed,2
CHOC CAS CAROCAL,completed,2
RESTAURANTE CHINO QI XIN,completed,1
MONSIEUR VUONG GASTRON,completed,1
SUMUP*Flor de Lar,completed,1
SILICONDUST EU SHOP,canceled,1
Google ADS7962676790,completed,2
FERRAGENS COLONIAL,completed,2
AUTO POSTO SERRARIA,completed,2
MarceloPereira,completed,2
EXTRA MOOCA LJ 1364,canceled,2
W.E CONSTRUCOES E TRAN,rejected,1
ElectraWorks Limited,rejected,1
PAYPAL *CHRISTOPHKO,completed,1
STOP CONVENIENCIA,completed,2
WWW.SPAREROOM.CO.UK,rejected,1
LA TABERNA DE LAS 15 LETR,completed,1
CENTRAL FLORIST   PET,completed,1
PETROBRAS 21,completed,1
RIO PRETO MONTE DAMHA,completed,2
CASA 32,completed,4
RECARGAPAY TIM,rejected,4
LA FORASTERA,completed,1
TAT2,completed,2
iZ *KARPATY BAKERY HAR,completed,1
ATLANTICO PUXADORES E,completed,2
P BILLER ALVES BAR M,completed,2
DY COSMETICOS,completed,2
SEM PARAR,rejected,2
MERCPAGO*MOVEISLEARTAM,rejected,116
RUI FERNANDO BELLE ME,completed,2
GPV TORREMOLINOS,completed,1
GBARBOSA 186,completed,2
THE CIRCUS CAFE,completed,1
TRATTORIA TOSCANA,completed,1
STAR BAR,completed,1
PIRINEUS PIZZARIA,completed,2
DECATHLON BELO HORIZON,completed,2
EMR SAT TELECOMUNICACA,rejected,2
SACOLAO ABC MORCATTI,completed,2
PANIFIC COLINAS DO SOL,completed,2
CENTERLAR COMERCIO DE,completed,2
O ESPETAO,completed,2
REDE MONTE CARLO,completed,4
PAYPAL *ORIGIN.COM,completed,1
Ingresso.com,completed,2
Lush Retail Limited,completed,1
IZ *London Taxis,canceled,2
TASMANGO DESSERT,completed,1
TEVINI,completed,2
ABU DHABI TABACARIA,completed,2
000000117,completed,1
CLINICA POTIGUAR IMAGE,completed,2
RM LOJA DE CONVENIENCI,completed,2
PICPAY *UU5 PGTOCONTA,completed,4
99* POP 05Jun 20h11min,completed,2
TERRAZA MEDINA,completed,1
TANGO RESTAURANTE,completed,1
POSH PARTY,completed,2
DROGARIA GAMBOENSE,completed,2
LINKEDIN-606*4721264,rejected,1
LEONARDOMARQUESDE,completed,2
MEDPREV*MEDPREV,rejected,1
OH GAR MALAGA,completed,1
AMZ*GR Fruit Store UK,completed,1
PAY*LIDL BENALMADENA,completed,1
CACAU SHOW,completed,8
JocildaDaSilvaLim,completed,8
DOMANI,completed,6
SUMUP  *LRGESTAOECONSU,completed,2
POSTO COMBUSTIVEL CONT,completed,4
COMERCIO DE ARMAS,completed,2
PASTEIS TADASHI,rejected,1
COOPERCICA,completed,2
MARROBBIO,completed,1
K market Iso Omena,completed,2
RAIA 1478,completed,4
01 - ALAPARK,rejected,1
LIE! STORE,completed,2
SUSHI MONTEIRO E FERRE,completed,4
TESCO STORE 2619,completed,1
SORFRIO COMERCIO DE PR,completed,4
GRAN SAPORE,completed,2
RECARGAPAY NU PAGAMENT,rejected,1
RESTAURANTE RENATA,completed,2
ADonaDoPao,rejected,1
POMPEIA PADARIA E REST,completed,2
ELIANA SUDRE,completed,2
PO BROOKHILL,completed,1
BURGER KING JUNDIAI DR,completed,2
Anaclaudiasilvest,rejected,1
CRV*TESCO STORES  3142,completed,1
FARMACIA ANG FL 85,completed,2
ZONA SUL,completed,2
AV. ANTONIO CARLOS MAG,rejected,2
MINAS GRILL,rejected,1
MARLOSONLINE.ES,completed,1
Glovo GLOVO M89B8YEA,completed,1
WWW.NIKESTORE.COM,completed,2
MERCPAGO    *MERCADOP,rejected,1
OLE MOLE SIERRA NEVADA,completed,1
POSTO MARQUINHO - BR,completed,4
IZ *Jasama Limited,completed,7
Steinecke's Heidebrot,completed,1
CH PLANALTAO 225 PL2 L,completed,4
RUA REFINARIA DUQUE DE,rejected,4
MC DONALDS BAL,completed,2
COMPRE BEM MOGI SOCORR,completed,14
PASTELARIA LUSO BRASIL,completed,2
000000342,completed,2
SUPERMERCADOS KOCH,rejected,1
PUERTO SANTA MARIA,completed,1
DING   *60723358,completed,1
IZ *OH MY DOG! LTD,completed,1
LA BOUTIQUE ITALIAN FO,completed,1
AREATEC - TECNOLOGIA E,rejected,2
ARGOS LTD,rejected,1
AV MACEDO SOARES,completed,2
MERCPAGO    *EDIMARDA,rejected,2
CIA DA SAUDE,completed,2
GRAFER COMERCIAL,completed,2
RECARGA*INGLATERRA,rejected,1
Turbi Compartilhamento,rejected,1
DouglasDallAgnolH,completed,2
SAMPA CAFE,completed,2
GOHAN SUSHI TRUCK,completed,4
STELO S.A.*CENTRAL SAL,completed,2
SOBRAL E PALACIO PETRO,completed,2
00610220,rejected,3
LV INSURANCE W,completed,1
WICKES MARTLESHAM HEAT,completed,1
PG          *Eduzz,rejected,7
LETICIA BRAGA DA ROSA,completed,2
HSBC BANK MALTA,completed,3
ZARAHOME SPAIN,completed,1
MAIS PURO ACAI,completed,2
VISURASI,completed,1
RAANTHAI ORIENTAL SUPE,completed,1
RAPPI - GROCERIES,rejected,2
AUTO POSTO CHIMINAZZO,completed,4
BALNEARIO CAMBORIU C,completed,2
BoaCompra,rejected,1
FORN DEL REMEI,completed,2
THE ROAD DEVIL SEA,completed,1
MAIN SHOP,completed,1
MADERO CHAMPAGNAT,completed,2
SUPERMARKET B OESTE FL,completed,2
QUE PASA,completed,2
MADERO PARK SHOPPING M,completed,2
PAYPAL *GEARBEST,completed,1
TRADINGVIEW TRADINGVIE,rejected,1
CLO*JACKSON VARIEDADES,rejected,1
SUPER JAPA,completed,2
IUGU        *DogHero,completed,2
CEU AZUL,completed,2
SUPER BELLAN,completed,2
PIZZARIA E ESFIHARIA,completed,2
RODOVIA REGIS BITTENCO,canceled,2
DIA BRASIL LJ 516,completed,2
LEARN UI DESIGN,completed,1
APARCAMIENTO ARENAL,completed,1
DAVI LANCHES,completed,2
AMAZON.ES AMAZON.ES,canceled,1
MERCADONA URB. TORREBLANC,canceled,2
VILLA DEI VENTI,completed,1
EL CORTE INGLES MARBELLA,completed,1
THE BUSHWACKA,completed,1
"BOOTS,HEATHROW",completed,1
AdrianaGuimaraes,rejected,1
CELIO SOARES DE CARVAL,completed,2
DIA FRANQUIA 9807,completed,2
RECARGA OI  *659847416,completed,2
ACOUGUE REIS,rejected,2
PAYPAL *GALAXY1UKTR EBA,completed,1
VILLA SAN MARTINHO PAE,completed,8
RESTAURANTE KHARINA -,completed,12
BESTARD,completed,1
QUADRA VINTE (PANORAMA,rejected,2
QUARS,completed,1
EE.SS. LAS MARISMAS,completed,1
SUPERCOR SOTOGR,completed,4
COINBASE LPQX,completed,1
WWW.ASOS.COM,rejected,1
NHAC TEMAKI,completed,4
POSTO DE GASOLINA LORD,completed,4
EMPORIO DO PAIXAO,completed,2
INSTANT GAMING,canceled,1
PANIFICADORA ROCHA,rejected,1
M. F. CORREA MERCADINH,completed,24
CHOPERIA DO JENNER,completed,4
SANTO COLOMBA RESTAURA,rejected,1
MCO,completed,3
CIGARS LTD,completed,2
W B M JORNAIS E REVIST,completed,4
CASA DE CHA VOVO PALMI,completed,2
"WWW,BRISTOLCAMERAS.CO.",completed,1
Facebook J5GTHR2652,completed,1
Notubo,completed,2
ASSIS CAR WASH,completed,2
PEHNK MAT COM,completed,2
AGROAMAIS,completed,6
AUTO POSTO UNIVERSIDAD,rejected,1
KALUNGA MOEMA,completed,4
THE POST OFFICE,completed,3
UberBR UBER TRIP HELP.,rejected,36
AE AVENIDA PAU BRASIL,completed,8
AVENIDA EMBAIXADOR ABE,canceled,4
CCBill.com,completed,4
SAINSBURYS SACAT (STOR,rejected,2
PRESTINARIA CASA DOS P,completed,2
POSTO WENDLING,completed,2
ZAPALLITO SL,completed,1
LYNNE'S SHOP,completed,1
EDSON SILVA PRADO DE L,completed,4
TROPICAL CONVENIENCIA,completed,2
BABYLON STATION,completed,2
POSTO APM 3,completed,2
CLIVAN,completed,2
RayaneRoncatiDeAl,completed,2
DROG SAO PAULO FL,completed,2
LIDL VIC - LA GUIXA,rejected,2
TELEPIZZA SALOU,completed,1
VANDERLANIO AVELINO DU,rejected,1
EPA PLUS,completed,2
E3017 BENALMADENA - MIRAM,completed,1
D'IGNOTI DOMENICO,completed,1
ARABIA TAXI,completed,1
AZ FARMA,completed,2
PanificadoraAMB,completed,2
IZ *38 WENZELS THE BAK,completed,3
Crypto-ML LLC,completed,4
E FOOD GR,canceled,2
MERCADONA TORRENT LLOPS,completed,2
PAYPAL DO BRASIL,rejected,16
JulipanPaesBolos,rejected,1
LOFFICE,completed,2
RUA GABRIEL JORGE SALO,completed,4
DIRPAY *IGREJA UNIVER,completed,4
TORTILLA WESTFIELD,completed,2
AUTOPISTA AP-7 SEITT,completed,3
KWWO INC,rejected,1
THE GLASSHOUSE CAFE,completed,7
PAYPAL *BANGGOODTEC,completed,3
iZ *ROLY S FUDGE PANTR,completed,1
CHIADO RESTAURANTE,completed,2
FLOR DO MORUMBI LANCHO,completed,6
PauloAlvesAraujoF,rejected,1
"STACKPATH, LLC",completed,3
PIZZA NOVA PERDIZES,completed,2
EstofariaPorazzi,completed,2
VALE SORTE,completed,6
PREZUNIC 702,completed,4
SUPER 10 VARIEDADES 2,completed,2
BEGDOURI BUTCHERS,completed,2
POSTO GRANDE PARADA LT,completed,2
FHU LUMEN,completed,1
TOLEDO GOURMET JM 2011 SL,completed,1
LOJAS RENNER,completed,2
ODETTE FARMA,completed,2
SHOPTIME COM,rejected,1
OPTIMIZING NUTRITION,completed,1
CEDIPSA 31609-1 MARTORELL,completed,1
MC DONALDS-MFL,completed,2
WWW.GESTOCLIC.ONLINE,completed,1
DING   *60719618,rejected,1
XARCUTERIA COLOMA,completed,1
E.S. TORREVIEJA,completed,1
COINBASE QR43NGGQZ,completed,1
LOCAL HERO FULHAM,canceled,4
FARMACIA LAS LOMAS,completed,2
DIA 3400,completed,4
JOSIKELSON TRAJANO GOM,completed,2
ASSAI  ATACADISTA,completed,6
SOLUCOES INFORMATICA D,completed,2
00492356,rejected,1
CARREFOUR PENHA,completed,16
00495317,completed,1
SHOPPING PARK,rejected,1
Action 1281,completed,1
AV ANA BEATRIZ BIERREM,completed,2
NEHA CURRY HOUSE,completed,1
AUTO POSTO CASCATA,completed,2
PURIFICACION GARCIA DEL A,completed,1
FAZENDA GRANDE II E ES,canceled,2
GOOGLE  Domains,completed,1
CAFE DA BANCA,completed,2
MINI LOJA DANIMAR,completed,2
SUELI OLGA PEDRINI ME,completed,2
ANA PINHO CAFE BISTRO,completed,2
ITALIA RISTORANTE,completed,2
MANSION ONLINE CASINO,rejected,1
AVENIDA PRESIDENTE KEN,rejected,1
REMEX NOVO HAMBURGO,completed,2
Facebook LLTQWR2652,rejected,1
DECATHLON VIC,completed,1
PASTISSERIA LLADO S L,completed,1
AVENIDA DAS AMERICAS,canceled,2
FARMACIA SANFARMA,completed,2
VARANDA BAR  ESPETARIA,completed,2
GAS STATIONS EKO,rejected,1
LLIBRERIA GIGAMESH,rejected,1
REST COVA DA VELHA,completed,1
SAINSBURY'S,completed,5
KAFEIN B-Alexanderplatz 2,completed,1
AVENIDA BABACULANDIA,completed,2
STREET FOODLE,completed,3
TRAPEZIO AUTO POSTO LT,completed,2
NatalianoFerreira,completed,2
FRUVER FRUTAS VERDURAS,completed,4
GilsoFernandesDaS,rejected,1
SUPERDRUG STORES PLC,completed,2
PANIF COSTA LIMA,completed,2
PIZZARIA LATRAVIATTA,completed,2
PICPAY *UU5 RECARGACE,completed,4
PIZZERIA 222,completed,1
LEROY MERLIN TOLEDO,rejected,1
RECargap    *TIM,completed,2
RAFAEL DE OLIVEIRA AND,completed,2
JC ESCULTUART LTDA,completed,2
BAR CAN TON,completed,1
HELADERIA MARSALAO,completed,1
OBI 006 UJPEST,completed,1
IZ *CHELPAR LIMITED,completed,3
CIRCLE K BRONISZEW,completed,1
flamarionjose,rejected,1
PAO PADARIA ARTESANAL,completed,2
SODEXO,completed,2
PIZZA HUT ONLINE WEB,completed,1
MC DONALDS  AYR,completed,2
AUTO P SAO CRISTOVAO,rejected,1
GETULIO HENRIQUE PIRES,completed,2
FARMACIA CAMPECHE,completed,2
101DOMAIN,completed,2
PANIF PASSO DE OURO,completed,2
TASOS PAPADOPOULOS AND,rejected,1
HIPER OK,completed,2
NEW CAPITAL 2000 SL,completed,1
UMAMI RESTAURANT,completed,1
RECARGAPAY NU PAGAMENT,completed,4
PICPAY      *GB6 PGTOC,completed,5
MERCPAGO    *EMERSONC,rejected,6
MBC PURIFICADORES,completed,2
ALGECIRAS,completed,1
HIPERMERCADO BIG 097,completed,10
RICARDO LUIS BREGOLI,completed,2
ASTRA SUPERMERCADO,completed,2
RECAMBIOS DAVID,completed,1
ZORBAS TIMAYIA,completed,5
CHARMY COSMETICOS,completed,2
PICPAY *MC8 DANILOVIA,rejected,2
CLOSCA DESIGN,completed,1
MERCPAGO    *AHHARDWA,rejected,2
ISMAEL SUPERMERCADOS,completed,2
MESON HNOS.CARRASCO,completed,1
PAYPAL *HOMYJUNGLE,completed,1
GIOVANELLI COM DE JORN,completed,2
AVENIDA ANA COSTA,completed,2
WAITROSE,rejected,1
AUTO POSTO NOVENTA,completed,2
FCIA PAGUE MENOS 031,completed,2
Carrodafruta,completed,2
O BOTICARIO,completed,2
MatheusThiagoDaSi,rejected,1
PINGO DOCE PORTO DE,completed,2
ITALIA CENTER,completed,2
HORTI SANTO AMARO,completed,2
ONLYFANS.COM,canceled,1
SALVADOR ARTESANO ZAPATER,completed,1
REBUKE LOUNGE,completed,1
SOFITEL THE PALM HOTEL,completed,2
iti    *verif.cartao,completed,3
IZ *DANCE OF LIFE LIMI,completed,1
RESTAURANTE TEQUILA S,rejected,1
A J M M PERDIZES PAES,completed,2
RUA MINISTRO CALOGERAS,completed,4
ALGO MAIS CONVENIENCIA,completed,2
MC DONALDS  CPS,completed,2
AMZN Mktp ES,rejected,26
DARIO FERNANDES LOPES,completed,2
ZP*IFOOD,completed,8
EL PEIX BURLETA SL,completed,1
99* POP 11Ago 04h05min,rejected,1
JOHN LEWIS DCC,completed,2
MERCADONA HABANERAS,rejected,1
EFL,completed,13
GALPAO PASTEIS E PETIS,completed,4
QUADRA 14 LOTES 12 A 1,completed,2
ITAKY  ACAI,completed,4
SUPERMERCADO KACULA LT,completed,2
LAUREL BCN SCP,completed,6
RAIA 354,completed,2
AVENIDA BARAO DE MELGA,completed,6
SOLANGE MENEZES BATATI,completed,2
PIZZARIA BELLA & PAULI,rejected,2
PIZZARIA MANGABEIRAS,completed,4
CONEKTA,completed,2
bunq B.V,completed,1
PADARIA GACEMMS,completed,2
Glovo GLOVO BTB149P5,completed,1
CAFETERIAS INA EXPRESSO,rejected,2
LES VERDONS,completed,1
CAFFE CONCERTO,completed,1
CARACOL CHOCOLATES,completed,2
THE BACH,completed,1
Flordelotus,completed,2
BK SHOPPING IPORANGA,completed,2
99* TOP 12Mar 17h39min,completed,2
COISAS DE CRIANCAS,completed,2
BEYOUNG,rejected,1
PICPAY *CM1 JOSESALAS,completed,2
DrikaRacoes,completed,2
MAGALU *MAGAZINELUIZA,rejected,1
THE DISNEY STORE MALAGA,completed,2
IZ *ARBRE FOOD HOLDING,completed,1
EL CORTE INGLES NUEVO CEN,completed,1
MercadinhoVitoria,completed,2
SAINSBURYS,completed,20
IZ *FOUND HOPE LIMITED,completed,5
SUPERMERCADO SANTO,completed,2
HORTI ASA,completed,2
MASSA FINA,rejected,2
CARNES PONTO CERTO,completed,2
PRODUTOS GLO,completed,6
POSTO NATUREZA MAIOBAO,rejected,2
ROD BR 116,canceled,16
MCDONALD'S,rejected,1
THE CLARKS SHOP,completed,1
MERCADONA LA ESPRILLA,rejected,2
THE RETREAT PALM M GAL,completed,5
LOGGI  *LOJA KORIN MO,completed,2
INTERSPORT BIOGRAD,completed,1
JOELDO DE AZEVEDO OLIV,completed,2
Vue Cinemas,completed,2
ESPACO MAIS SAUDE,completed,2
REI DO ESPETAO NH,completed,2
GOLDEN GREEN AUTO,completed,2
RAPPI - GROCERIES,completed,2
SWINDON TOWN FC COMM,completed,1
ZURBARAN ATHENS,completed,1
VANDERLANIO AVELINO DU,completed,2
RIO GRANDE PENINSULA,completed,2
Lush UK,completed,1
PAYPAL *NASTYGALCOM,completed,2
PANINI MINIM,completed,1
SUPERMERCADO PERFIL,completed,2
AUTO POSTO E LANCHONET,completed,6
SOUL OFF ROAD,rejected,1
SHOP TIME,canceled,2
APPLE.COM/UK,rejected,2
PRIVILEGE DENTAL SLP,canceled,1
PUSSIT.NET,completed,1
PRIME AUTO POSTO-SHELL,completed,2
PASTISSERIA ESCRIBA,completed,3
RESTAURACE PLUTEK,completed,1
APROXIMA,completed,3
Factory Kitchen,completed,1
THIAGO CERQUEIRA GOMES,completed,2
TransValidadoraPS,completed,12
BON MARCHE,completed,2
RUA PROF CARVALHO PINT,completed,2
SUPERMERCADO SILVEIRA,completed,16
RECVIVO*12997018278,completed,2
99* POP 27Ago 04h39min,rejected,1
LIZARRAN CC MIRAMAR,completed,1
0168-CONSUM S.VICENT,completed,1
ALL SEGS EXPRESS LTDA,completed,2
CAKE MINAS,completed,2
99* POP 20Mar 17h47min,completed,2
CAIXA D ENGINYE,completed,1
M J V OLIVEIRA MERCEAR,completed,2
VANESSA SAYOKO,completed,2
PAYPAL *GOOGLE GOOGLE P,completed,1
NARODNI MUZEUM PRAHA,completed,1
CLUB NAUTIC SAU,completed,1
PUERTO DEPORTIVO TORREVIE,completed,1
EC*RYTHMOON,completed,2
NA CONVENIECIA,completed,2
DL          *933263849,rejected,1
CAPO BONIFATI,completed,1
ZARA INTERNET POLAND,completed,1
SQ *FOUBERTS FULHAM,completed,1
MERCADO SALES,rejected,2
FABRIKA DO SOM,canceled,4
AUTO POSTO DE SERVICOS,completed,14
Despachante,rejected,1
Playstart,rejected,1
STELO S.A.*COML CUNHA,completed,2
BONPREU ARRODONIMENT SOLI,completed,3
ACAITERIA,completed,2
GREEN PET SHOP,completed,2
BIO MOTOS,completed,2
Lastminute.com,completed,1
GUSTAVO CAORSI,completed,3
APPLE.COM/UK,completed,4
NB869088,rejected,3
E.S. SHELL BARAJAS,completed,1
VALLEJU RIO CONFEC COM,completed,4
POSTO 5162-VL DOS REME,completed,4
CENTRAL DAMASCO DISTRI,rejected,2
99* POP 03Jun 00h02min,completed,2
AMPHORA LTDA,completed,2
RaimundoBarretoDa,completed,4
WEORDER* SALT,completed,2
RESTAURANTE DONOSTI,completed,1
PAGNET ENTRETENIMENTO,completed,2
BERGAMIN MAT P CONSTR,completed,3
MATEUS SUPERMERCADOS,completed,2
AUTO POSTO GABRIELA,completed,2
COMERCIAL KALU,rejected,2
GEIRNEI DOS SANTOS GAR,completed,2
MERCPAGO*MERCADOPAGO,completed,2
AME DIGITAL*AME Digita,completed,4
QUADRA 1 LOTE 9 LOJA 1,completed,2
MC DONALDS BVL,rejected,1
HAI SUSHI,completed,2
TENTACIONES,completed,1
MERCADO CARVOEIRA,completed,12
GET JOOST SMOOTHIE BAR,completed,1
DISTRIBUIDOR PAI E FLH,completed,2
DISNEY PLUS,completed,1
SAM S CLUB BARIGUI,completed,4
DONUTS,completed,2
POSTO ALFA,completed,4
VIC POOL,completed,3
LEROY RIO PRETO,completed,4
AV ENGENHEIRO ABDIAS D,completed,2
501623,rejected,1
MANOUCHE BISTRO,completed,1
LINKEDIN-605*0715614,rejected,1
SURGELES,completed,2
MIYO CULINA JAPONESA,completed,2
DELLICATA PAES E TENTA,completed,2
AUTOCAMP RUSSIAN RIVER,completed,1
GRUPO CAJAMAR,canceled,1
CRV*CO OP GROUP FOOD,completed,1
RECarga*CartaoPrePago,rejected,1
FARMACIA DE LA TORRE,completed,1
MartaKasutomiKuro,completed,2
99* POP 27Mai 19h21min,completed,2
DECATHLON SON MOIX,completed,3
RESTAURANTE PELANDA LT,completed,4
MON VIET,completed,2
THE SQUARE BALL,completed,1
MANOMANO,completed,1
The borge dental   med,completed,1
FITPAG,completed,4
DepositoPromocao,completed,2
ESTANC DE LA VILA,completed,1
STELO S.A.*DELC TRES I,completed,2
AGROPECUARIA MARQUES,canceled,2
ElectraWorks Limited,completed,1
BOCADINHO,completed,2
WWW.CD.CZ/ESHOP/,completed,1
FLOR DE LIS,completed,2
CONV PELANDA,completed,2
AUTO POSTO BOULEVARD,completed,2
AV. FRANCISCO MATARAZZ,completed,4
CPR Finland Oy Classic,completed,1
FARMACIA SANTA TEREZIN,completed,2
PAGO AGENCIA TRIBUTARIA,completed,1
STARNET,completed,1
CAFETERIA NUEVO BALU,completed,1
FARMACIA AYTE,completed,1
ELPILPERO,completed,2
TESCO PAYAT PUMP 4167,completed,1
www.groupon.co.uk,completed,4
BARCLAYS,completed,4
COOK CHEAM,completed,5
RUA 248,completed,2
MERCPAGO    *CANTINA,completed,8
R XV DE NOVEMBRO,completed,8
RESTAURANT ZD SL,completed,2
STA LUZIA MATRIZ VAC,completed,4
Vueling Air A9IGMV,completed,1
MAC GASTRONOMIA LDTA,completed,2
TAXI JOSE,completed,1
WCT CATERING,completed,2
COMES E BEBES BAR E RE,rejected,1
DL          *083921259,rejected,1
BUFFON 05,completed,2
RJM EMPREENDIMENTOS DE,completed,4
UberBR UBER * PENDING,rejected,1
CARREFOUR 48 SPG-GIOVA,completed,4
COISAS DO CHICO,completed,2
251000,completed,1
BIGO Live,rejected,1
Abastec (Gramado),completed,4
BOQUEIRAO BOLOS LTDA,completed,2
AGROPECUARIA VOESE LTD,completed,2
mmsouzapizari,completed,2
T K MAXX,rejected,1
IKEA FURUSET,completed,1
LAURINDO S PIZZARIA,completed,2
PAYPAL *ETSYIRELAND,canceled,1
GIBRALTAR MORRISONS,completed,1
HTTPS://COOKIDOO.ES,completed,1
PICPAY,completed,108
PEROLA DO BUTANTA,completed,6
HEDIARD,rejected,1
10070024,completed,4
PICPAY *TK1 PGTOCONTA,completed,2
XAPO,completed,1
ADEGA CARVALHO,rejected,1
DROGARIA ARAUJO,completed,22
PAYPAL *COLVIN,completed,1
pratesadv,completed,4
POLICLINICA CUBE MEDIC,completed,4
AV ARMANDO SALLES DE O,completed,2
HT Radar Tecnico,rejected,14
TUPAN CONSTRUCOES,completed,2
CONECTCAR RECARGAAPP,rejected,2
WWW.JOHNLEWIS.COM,rejected,10
LLIBRERIA GIGAMESH,completed,1
PICPAY *AY7 SPOTIFY,completed,3
TESCO STORES 2728,completed,2
PAYPAL *AVANIS ALL,completed,1
BAILEYS FISH   CHIPS,rejected,2
LUBRI&FILTRA REI DO O,completed,2
VIENA VIC,completed,1
ACQ*RK DISTRIBUIDORA,completed,4
CASA DE FRIOS POPULAR,completed,2
THE HEALTH STORE,completed,1
WWW.CURZONHOMECINEMA.C,completed,4
AUTO POSTO COTIANO,completed,2
AUTO P TRILHA DO VER,completed,2
SUPERBOX FRIG E LATICI,completed,2
NESPRESSO BOUTIQUE,completed,1
EC*APOSTILAHOME,canceled,2
PAYU*KingOfLenses,completed,2
Nirala,completed,1
THINK FORD BRACKNELL,completed,1
C&A MODAS FUERTEVENTURA,rejected,1
438373,completed,5
POSTO CONTORNO,completed,2
UberBR UBER EATS HELP.,completed,16
RUA BARAO DE MAUA X AV,completed,4
DB PIRUETA COMERCIAL,completed,2
ALFA CONVENIENCIA EIRE,completed,2
99* POP 31Jul 01h27min,rejected,1
PAYPAL *ASOSCOMLTD,rejected,8
20859356,completed,1
Cajeros Plaza,completed,3
AUTO POSTO VITRINE LTD,rejected,1
L M ATACADO EIRELI,completed,2
DROGASIL 1047,completed,2
PIZZA HUT ONLINE WEB,rejected,1
STAMBUL,completed,2
HIPERMERCADO BIG 083,completed,4
HOMEBASE,completed,2
MC DONALDS  AGT,completed,4
99* POP 13Jun 19h25min,completed,2
PICPAY*BILHETEUNICO,completed,2
ART SABOR ESPETARIA E,completed,2
PAYPAL *TELEGRAPHME,completed,3
AVENIDA PRESIDENTE TAN,completed,2
IGREJA ADVEN,completed,2
P AVENIDA DAS FLORES,completed,4
BOOTS RETAIL(IRE)1737,rejected,1
CoopSulBrasil,completed,2
Zero4barebistrolt,completed,2
Amazon.com,rejected,2
TAPICERIAS GARCIA Y TORR,completed,1
SHELL LEKOS,completed,1
