merchant_name,nooftransactions
CACAU SHOW TAQUARAL,2
BEAUTY   MASSAGE,2
IgBazarMateriais,2
THE INN ON THE LAKE,2
SUPERMERCADO PAGUE MEN,2
JIOKLECIA F,2
PRIVILEGE DENTAL SLP,2
SantaBarbara,2
A SANTANA SILVA MERCAD,2
MARKET HIGUERON,2
AUTO POSTO SAO MATHEUS,2
BORDIGNON MAT DE CONST,2
PIZZARIA JAMBALAIA,2
DICICO 20 PRAIA GRANDE,2
RJM EMPREEND DE HOTE,2
ESTACIONAMENTO SHOPPIN,2
FRANCOIS CAFE,2
KM FOUR,2
ALDO CELIO DOS SANTOS,2
R VINTE E QUATRO DE JA,2
ClaudineiPereiraD,2
DEPOSITO DE BEBIDAS,2
MINIMERCARDO EXTRA - 2,2
GIOVANELLI COM DE JORN,2
MERCADO TUCANO,2
DELL OSBEL REPRESENTAC,2
MARYARA,2
101DOMAIN,2
AVENIDA SERTORIO,2
CARREFOUR EXPRESS-AERO,2
XARA'S CAFE 1,2
GIBRALTAR MAIN ST,2
PAGO*PIZZA PRIME I,2
STAMBUL,2
MERCPAGO    *ELIMPE,2
CARDOSO FUJII,2
Google Activision,2
BAR POSTO 12 EIRELI ME,2
ILUMINART PENEDO VLS D,2
VIA EXPRESSA CONVENIEN,2
LEROY SOROCABA,2
SidneiaAparecida,2
BOOKWORLD,2
AUTO POSTO POSTO CICLO,2
MERCADONA TORRENT LLOPS,2
AGROCAMPO LTDA,2
EdenilsonRossi,2
Google CryptoCompany,2
CARREFOUR 23 SOR SOROC,2
DJ COMERCIO DE COMBUST,2
GERSON ALVES DE PAULA,2
AUTO POSTO PINHEIRINHO,2
RUA DR JOAO COLIN,2
CHAPADA PAULISTA,2
WagnerSilveiraDe,2
RafaelArcanjoDe,2
OZIEL FRANCISCO DOS SA,2
DE PAULA CALDOS,2
LACA BURGUER,2
UrbanXMask,2
COMPRE BEM,2
DROG SAO PAULO 439 SOC,2
REI DA CALABRESA,2
JULIANATEIXEIRAMA,2
PANVEL FILIAL  505,2
REDE OBA,2
RUA RAFAEL PEREIRA MAR,2
WWW.HETZNER.DE,2
PhotoAmigos,2
WWW.CREATIONCF.COM,2
MR PRODUTOS NATURAIS,2
MAX CENTER,2
jzdeposito,2
POSTO GALO SHOPPING,2
RAIA 1732,2
AUTO POSTO LAGOA CAFE,2
DP ITATIAIUCU,2
LOreal,2
Evidence,2
TS SERVICE,2
EC*BLOOMINGME,2
A. JOAQUIM COSTA E CIA,2
VAREJAO,2
TOP 20,2
RECANTO DO OSMAR,2
SACOLAO SACOLA CHEIA L,2
AUTO P TRILHA DO VER,2
FernandaOliveiraV,2
SUPERMERCADO FORTE,2
ESTAPAR SHOP DOWNTOWN,2
CINTIA DOS SANTOS MARI,2
SANTOS ALIMENTOS,2
FloraYemanja,2
MC DONALDS DAS,2
EVERALDO B MORATO,2
BARBER SHOP,2
PICPAY *SA6 PGTOCONTA,2
CENTER FRUIT,2
AUTO POSTO ESTRELA,2
GATE RETAIL WIZZ,2
ISO RADIOLOGIA DIAGNOS,2
MIRAMAR COM COMBUSTIVE,2
PO BROOKHILL,2
MERCADO DO TIO,2
99* POP 25Abr 09h30min,2
BOA VISTA SHOPPING,2
RESILIENSE COM DE RACO,2
MC DONALDS BNM,2
HORTI VERDE,2
POSTO GRACIOSA,2
Parada,2
IRACEMA DO BROOKLIN,2
SERJAO E MONICA,2
GRANADA ADEGA E TABACA,2
JSG SQUARE GARDEN,2
99* TAXI 05Mar 13h03mi,2
BK SHOPPING IPORANGA,2
DouglasMartinsDos,2
POSTO DE GASOLINA RIO,2
MONETIZZE   *98458,2
MilenaEloisaVilla,2
F C AYRES EIRELI EPP,2
MARCIO DE CARVALHO BAR,2
BOM BOCADO,2
DROGASIL 2417,2
MALANDRINO,2
SUMUP*giza corpo e,2
CanelaVerdePetisc,2
AV. FERNANDO COSTA,2
CHOC CAS CAROCAL,2
SAFE PARK,2
SUMUP  *FELIPEBARROSOM,2
UBBEER BEBIDAS,2
IMAGEM ELETRONICA,2
MERCPAGO    *THIAGOLU,2
EstherCosta,2
cartridgepeople.com,2
PAYPAL *JUSTEATSPAI,2
UNIVERSO PET CENTER,2
LITT FRUTA Y VERDURA 2,2
PANIFICADORA MAFRA,2
KYOTO SUSHI BAR,2
KALUNGA JOINVILLE,2
POSTO DO MANE,2
VAL MOVEIS,2
SUPER NOSSO NOVA LIMA,2
PICPAY *FICHASNET,2
JAELSON MARQUES DA SIL,2
TIENDA INGLESA,2
CONTROL ACCOUNT,2
SUPERMERCADO SANTO,2
BAR DO HARRY,2
AMERICANAS.COM,2
AVENIDA FRANCISCO SA,2
JOELSON SOUSA ARAUJO,2
AUTO POSTO P VINHEDO,2
POSTO LINHA AMARELA,2
ACAI NO GRAU LESTE,2
RODRIGO DE MOURA MAGAL,2
GAVA HOTELARIA,2
PADARIA ALVORADA,2
MC DONALDS RAN,2
INDIGO ESTACIONAMENTOS,2
PAYPAL *AROMATOOLS,2
SALGADEX,2
FIORELLO CAFE,2
BTINC RESTAURANTE,2
PADILLA SUPERMERCADOS,2
LEEDS UTD MATCH DAY TI,2
HUGO LANCHES,2
FAMIGLIA LUCCO,2
KellinKeitel,2
BARATEIRO SANTOS 1742,2
MC DONALDS GI2,2
PAO DE ACUCAR GOIANIA,2
BAR POSTO 12,2
IMPERIO DAS BEBIDAS,2
FOUR SEASONS RESTAURANT B,2
SUMUP*Maisabor,2
SUPERMERCADO CAMPESTRI,2
FrigorificoAsaBra,2
AMOR CANELA,2
FORNES BARRA,2
POSTO N 1 DO CAPAO RAS,2
99* POP 04Jun 01h31min,2
LIMBIC ARC,2
CONECTCAR RECARGAAPP,2
KIWOKO PET BARCELONA.VIC,2
PADARIA A TRIGUEIRA,2
SACOLAO ABC MORCATTI,2
POSTO HARGER,2
Revolut**4684*,2
JORGINHO GASTRO BAR,2
C.MINEIRAO 49 MPA - PA,2
COTRISSERRA MATERIAIS,2
FARMACIA HOMEOPATIA,2
Tennessee,2
GALERIA DOS PAES,2
JaneNascimento,2
PANIF CONFEITARIA SANT,2
MERCPAGO*VIRTUALEQUIPA,2
MAX S OPTICA,2
T W WIDMEN AUTO CENTER,2
AV ANA BEATRIZ BIERREM,2
ISA BAR CONVENIENCIA,2
Google systweak,2
PAO DE ACUCAR LJ 1242-,2
MELO LIMA CONSTRUCAO,2
ABU DHABI TABACARIA,2
DELAS,2
POSTO PRAIA DA RIBEIRA,2
TINTAS MC LOJA 26,2
PAYPAL *ACENSTECHNO,2
MUNDO DOCE,2
JuaciLucasDos,2
DISTRIBUIDOR PAI E FLH,2
FENDER,2
SAM S CLUB STO AMARO,2
DB PIRUETA COMERCIAL,2
AGUA VERDE HORTIFRUTI,2
SOUZA 24 HORAS LANCHON,2
PELLEGRINI RESTAURANT,2
VALDENICY PEREIRA DOS,2
DROGARIA CATARINENSE,2
99* TAXI 11Mar 18h35mi,2
MERCPAGO    *LUMASSAS,2
neymar,2
PiassaRestaurante,2
4GRILL CARNES NOBRES,2
MERCPAGO    *INSTITUT,2
MATHEUS BEBIDAS,2
DIA BRASIL LJ 516,2
PostosOrel,2
EXPRESSVPN,2
POSTO DA AMIZADE,2
COMERCIAL LEVE MAIS,2
LC RESTAURANTE LANCHE,2
SUPERMERCADOS RAMOS,2
GilmarRodrigues,2
SURGELES,2
L M ATACADO EIRELI,2
RAIA 2011,2
SUPER MUFFATO LJ 06,2
99* POP 12Jul 20h19min,2
CARACOL CHOCOLATES,2
P GASOLINA MARANATHA,2
RUA PONTO NOVO- LOTES,2
GALERIA DO QUEIJO,2
PAYU*KingOfLenses,2
RestauranteJ,2
99* TAXI 20Fev 20h18mi,2
PANIFICADOR MONTIBELLE,2
AutoPostoPetrocen,2
MONETIZZE   *40922,2
POSTO NATUREZA MAIOBAO,2
MERCADO JB 2,2
GRAN BAZAR EL ZOCO SL,2
VIQI,2
OSO PANDA,2
Jrbrazil,2
A ESSA HORA APOS 1730,2
99* POP 13Jun 23h28min,2
7ME  IGREJA,2
POSTO GAS EXTRA 2701,2
MINUTO PAO LJ 2038,2
ALINE LORENZON DO NASC,2
NATIVA PERFUMARIA,2
EDILSON SILVA DE SOUZA,2
99* POP 15Jul 15h52min,2
CLICK RENT ALICANTE,2
P JACUTINGA C VERDE,2
MC DONALDS  FRE,2
PIZZARIA CALIFORNIA,2
FACUL PARK,2
CEDIPSA 33388-1 E.S. CUAT,2
ELITE PARK,2
FARMATTANA,2
LSBebidas,2
CLAUDINEI DE OLIVEIRA,2
ROSA ESTER AUTO POSTO,2
OSAKA,2
PICPAY*VX7*RECARGACEL,2
BIBO BEACH HOUSE TARIFA,2
PANIF COSTA LIMA,2
DM FINANZA,2
PAYPAL *ARENABERLIN,2
JOHN LEWIS DCC,2
CASA FLEITH,2
EMPORIUM FM DE MANIPU,2
SUPER DIA DIA CPA III,2
ENDESA E CICLO 0008,2
AVENIDA ANA COSTA,2
ZP     *DONATIONBR,2
ROBSON RENATO VIEIRA 0,2
JoseInacioMaciel,2
ACCM MAT DE CONSTRUCOE,2
marmitexaraxa,2
PAYPAL *FENDER DIG,2
J D SANTOS RESTAURANTE,2
LEROY MERLIN RAPOSO,2
CLINICA DENTAL GUIDO AUDI,2
RAFAS DOG LANCHES RAPI,2
MERCATO EXPRESS HOLDIN,2
PARX ESTACIONAMENTOS L,2
DROG PACHECO 64,2
FARMACIA LAS LOMAS,2
SUPERMARKET MACAE,2
ReinaldoAssuncao,2
CORREOS REDONDEO CLIMATIC,2
MERCPAGO    *LOVEVEGA,2
LACO PET B,2
AVENIDA JAIME POGGI,2
POSTO JAGUAR DO ANIL,2
BURGER KING JUNDIAI DR,2
PROJETO PARK ESTACIO,2
PROMOTORA DE GARAGENS,2
MERCPAGO    *MAXBOM,2
ANG SUPER LJ 23,2
ADRIANA PEDRAO BASSAN,2
ECO POSTO BANDEIRANTES,2
R. DELMIRO GOUVEIA,2
EC*PAYMENTWALLIN,2
MERCPAGO    *JESSICAW,2
EST. DE JACAREPAGUA,2
BILLINGHELP247.COM,2
POSTO 4I LTDA,2
PUTNEY PHARMACY,2
WEORDER* SALT,2
NB STEAK JK COMERCIO D,2
LUGS,2
EditoraIsis,2
BOLSHOI MINI MARKET,2
ATRAPALO COM,2
TRATTORIA DEL CORSO,2
CASA DE FRIOS NATURE,2
WATANABE AUTOPECAS,2
BIDU V,2
PEHNK MAT COM,2
FILCAR MECANICA DIESEL,2
ALEX ROGERIO EUGENIO M,2
POUNDSTRETCHER 375,2
VITAPAO,2
REDE LEVE PIZZA,2
AV. GETULIO VARGAS,2
CENTER AUTO POSTO,2
PBKIDS BRINQUEDOS,2
TILAVERIDIS GEORGIOS,2
MEAT ALIMENTOS E SERVI,2
SUPERMERCADOS NAGUMO,2
THE BELL FARINGDON,2
HOTEL KLIMEK SPA KL,2
HORA DO RECREIO COMERC,2
99* POP 03Jun 22h22min,2
DROGARIAS GLOBO,2
MARIPOSARIO DE BENALMADEN,2
GENILSON RIBEIRO DE SO,2
MENEZES,2
W J P MAT CONSTRUCAO,2
MarceloDeSouza,2
ESPETO BURGUER,2
REGINA LOUREIRO,2
O SAPEKA 1,2
PIZZARIA BOM GOSTO,2
ABUDI HOTEL,2
ADCOS COSMETICOS D TRA,2
mmsouzapizari,2
TRATORIA PASTINE,2
HIPER UNIMAR,2
CASA DE CARNES F LTDA,2
PAYPAL *MICROGLOBE,2
TORRES MAT CONST,2
ORIGINAL CAFE,2
EMR SAT TELECOMUNICACA,2
NilsPapelaria,2
99* POP 26Mai 21h04min,2
EXTRAFARMA HOLANDESES,2
2 KM COMERCIO DE COMBU,2
ZMARTI,2
FLORENCA 2,2
CHURRASCARIA ROSSINI,2
O BOTICARIO,2
POSTO TUPI,2
BOQUEIRAO BOLOS LTDA,2
LAURINDO S PIZZARIA,2
BEIRA RIO,2
LLIBRERIA GIGAMESH,2
99* POP 13Mar 12h21min,2
COMERCIAL ITU DE PNEUS,2
DROGARIA GENERICA DO P,2
RESTAURANTE GOSTIN MIN,2
FRIOS AGUIAR,2
COBASI BROOKLIN,2
RECARGAPAY GOV. PARANA,2
CB CURITIBA COMERCIO D,2
99* POP 05Jun 20h11min,2
BOCADINHO,2
PICPAY *NY3 PGTOCONTA,2
POSTO DE SERVICOS PORT,2
HORTIFRUTI BIENAL,2
THE ORVIS INC. UK LIMI,2
POSTO COQUEIROS,2
COSTA MACHADO ACOUGUE,2
FrangoAssado,2
IMPERIO CELL COMERCIO,2
LU E LOURA,2
AUTO POSTO MASUT II LT,2
SANTOS DUMONT  COM DE,2
DROGARIA CRISTAL,2
MAB RESTAURANTE LTDA,2
COISAS DO CHIC,2
JP PESCADOS,2
PANIF PASSO DE OURO,2
DAVI LANCHES,2
MERCPAGO    *BARRACA8,2
ECORODO BR  COMBUSTI,2
LOGGI  *LOJA KORIN MO,2
CASA  CARNES FERREIRA,2
FEFA CONVENIENCIA,2
GENO MOTOS,2
MADEIRA*MadeiraMadeir,2
MERCADINHO GAUCHO,2
ESTAPAR HOSP I PENTEAD,2
DECK SUSHI,2
PedroHenrique,2
BESSA PAES E DOCES,2
TWICKENHAM EXPERIENCE,2
130583015,2
ECOMM       *HERSHEYS,2
RESTAURANT ZD SL,2
GRUPO CAJAMAR,2
99* POP 06Mai 13h14min,2
EL CORTE INGLES-DEPARTAM.,2
PASTELARIA UNIAO,2
DROGASMIL - FL 9,2
PAD SENHOR BRITO,2
MECANICA SAO CRISTOVAO,2
TIM         *319911759,2
MIX VALI COMERCIO DE P,2
ACOUGUE JM,2
E DE CASA,2
LEVE CAFEINA MICRO TOR,2
99* POP 26Mai 23h26min,2
SUPERMERCADO PERIM,2
DROGARIA SAO GABRIEL,2
POSTO RIV S LOURENCO,2
99* POP 03Mai 21h06min,2
DONE.F.EMPREENDIMENTOS,2
BANGKOK 9 ISO-O,2
LOUNGERIE MUELLER,2
ZOCA,2
99* TAXI 02Mar 18h29mi,2
THIAGO CERQUEIRA GOMES,2
MERY CAN PIZZARIA,2
PET LOVE    *Order4036,2
CASA MACRE ATACADO E S,2
SUPERMERCADOS EVOLUCAO,2
SUMUP*Salao Washing,2
VILLE SUPERMERCADO,2
RM LOJA DE CONVENIENCI,2
VILMAR BAR E RESTAURAN,2
AV. SUBURBANA,2
FULHAM D.I.Y,2
BRAZIL EXPRESS CONVENI,2
F C K AUTO CENTER,2
MERCPAGO    *MMCARDOS,2
99* POP 15Jul 17h40min,2
POSTO ZANDONA 5,2
IGUACU SUPERMERCADO,2
BABY BEEF,2
SUPERMERCADO IGUACU,2
HORTIFRUTI BIENAL 2,2
RAIA 2041,2
MercadinhoVitoria,2
POSTO AVENIDA,2
STELO S A*GYOLIVER,2
DIA BRASIL 127,2
AV PROF JOSE BARRETO,2
LOJAS AMERICANAS  556,2
JC ESCULTUART LTDA,2
PICPAY*BILHETEUNICO,2
INOVE ESTETICA,2
A NOSSA LOJA,2
O REI DAS COXINHAS,2
EMPORIO NOVA ERA,2
DROGARIA RETIRO F35,2
AlexandroDos,2
AUTO POSTO PETROCOMBO,2
2872DROGASIL,2
Leonildasilva,2
LEVE MAIS ANDRADINA,2
FCIA PAGUE MENOS 260,2
LOUCOS POR CHURRASCO,2
MERCPAGO    *LANCHE,2
DIA BRASIL LJ 637,2
COSTELAO AGUA VERDE,2
AVENIDA AMADOR BUENO D,2
ROSSMANN 138,2
CACAU COMERCIO DE DOCE,2
PAULA MONTEIRO AGUILA,2
RAPPI - WHOLESALE,2
LUCAS SUPERMERCADO,2
TALY,2
Semiaridogas,2
HALIFAX,2
REAL DA JACINA,2
CONDOR FAZE NDA RIO 30,2
EC*TENIS,2
MC DONALDS CCB,2
RESTAURANTE EL REFUGIO,2
ALL DAY PLUS SUPERMRKE,2
STELO S.A.*PADARIA LEA,2
MINHA FARMACIA LTDA,2
101822944,2
LE PETIT CLOS REST,2
MARCELA MANGELA MOREIR,2
LAVA CAR ALBANO,2
ARRANJOS EXPRESS,2
FLORICULT CANTINHO 3,2
BRA*CAROLINA SOUTO DE,2
BOSQUE DA SAUDE,2
F G FRATELLI,2
BATATA SHOW,2
DMS PEREIRA E GONCALVE,2
V PARQUE ESTACIONAMENT,2
CASCOL COMBUSTIVEIS,2
CONVENIENCIA GRAMADAO,2
SUPERMER SUPERNOSSO,2
ART BAUHAUS,2
Notubo,2
SEGREDOS ESCOLA TECNIC,2
ZP *PADARIA E CON,2
CO OP GROUP FOOD,2
OASIS DOS PAES EIRELI,2
DROGALIMA,2
Restaurante7De,2
KVM DROGARIA,2
ASDA STORES,2
SUPER FACIL P. P.,2
ELYON,2
99* POP 14Mai 20h31min,2
COMPRE MAX JUREMA,2
PanificadoraAMB,2
ODILSON SPARREMBERGER,2
BeatrizRochaRodri,2
BALAROTI,2
PAYPAL *WEX PHOTO,2
GLOBAL PARKING LTDA ME,2
HAMB BONFIGLIOLI,2
POSTO FAZGRAN JUNDIAI,2
FARMACIA DROGACURA,2
BAZAR JOAO,2
CASA DO PINTOR,2
MERCPAGO    *WELLLIMA,2
SUSANA J MARCZINSKI,2
EUROBANK GR,2
IT GOURMET,2
SUMUP  *00808396900,2
PAYPAL *BREWDOG,2
ADELAR DOS SANTOS,2
AIRBNB * HM2W944J43,2
TESCO PFS 2553,2
SH FRUTAS GUAN LTDA,2
LIND INDUSTRIA E COMER,2
SUPERMERCADO MINAS,2
VAL CONFECCOES,2
D A L COM LTDA,2
FILIAL LOJA PLK CAMPIN,2
POSTO ALDEIAS DA SERRA,2
SUPERMERCADO DA NONNA,2
EXTRAFARMA RUA JOSE JA,2
O F DE AZEVEDO EIRELI,2
LOJAS AMERICANAS  499,2
FARMACIA SANTA TEREZIN,2
JARDIM DINAPOLI,2
MERCPAGO    *LATICINI,2
Google Play,2
SUPER VITORIA,2
SUMUP  *SAMILEVENDAS,2
CASA DO PO DE QUEIJO,2
Google game168,2
99* TAXI 13Fev 13h53mi,2
PAULISTAO LOJA 34,2
POSTO ITAIPAVA LTDA,2
AVENIDA DEPUTADO BENED,2
THE GOODS,2
GETULIO HENRIQUE PIRES,2
CUNHA SUPERMERCADO LTD,2
PAINHA BAR E RESTAURAN,2
SUMUP  *NALCAR,2
DROGASIL 1994,2
GildoDeJesusSilva,2
ALVINO'S CONFEITARIA,2
DELIVERY ZS,2
SUPERMERCADO PARANA,2
AVENIDA GUADALAJARA,2
SUMUP  *OUTLET_PINEDA,2
Google CCI Intelli,2
FARMACIA E DROGARIA NI,2
RUA DOUTOR PORCIUNCULA,2
CSS PRODUTOS ALIMENTIC,2
BUFFON 05,2
POSTO MARU I,2
DrogariaModerna10,2
ASTIR BEACH,2
Eduzz eduzz,2
POSTO 3,2
LANCHONETE MADEIRA,2
AKDENIZ INTERNATIONAL SUP,2
MERCPAGO*NOVAEXAUSTORE,2
RodrigoCamposDo,2
AGUA DE COCO CACHACARI,2
PIZZA DO GORDINHO II,2
FARMACIA PERMANENTE,2
POSTO RANONI,2
PAPELARIA MODERNA,2
MERCEARIA DO CELSO,2
ROYAL SUPERMERCADOS,2
FITLAND,2
EXTRAFARMA WASHIGTON S,2
PanificadoraKi,2
HIPERIDEAL,2
SUPERMERCADO SUPER NOS,2
RUA BENEDITO CAMARGO,2
MERCPAGO    *RIOGRAND,2
PIN*ADEGA TORRES,2
PRIMETEL PLC,2
S.O.S MESSEJANA,2
MONETIZZE   *94164,2
MarcusViniciusDe,2
CIA DA EMPADA,2
HIDRELETRICA DECA,2
ELAINECRISTINASAN,2
POSTO LUCCA,2
PlanetaChopp,2
TANGOPAN PASTELERIA BAR,2
AXE ELDORADO,2
ADRIANA CONCEICAO DA S,2
J ATACADISTA,2
PanificadoraTres,2
SETPOINT BURGER SABORE,2
PANFRIGO GOURMET,2
99* TOP 05Jun 12h37min,2
CLUBE DE TIRO,2
RUA MARIA ANTONIETA BU,2
MERCPAGO    *CRIS,2
MONOPRIX,2
TAT2,2
POSTO NOTA 10,2
PAYPAL *ETSYIRELAND,2
NEW SHOES,2
PAYPAL *MUSICACCESS,2
EST SERV AEROPUERTO,2
GRAN SAPORE,2
MauroAlvesPereira,2
CONDOR CHAMPAGNAT LJ22,2
EBANOS SORVETES E ACAI,2
LeandroAKissaba,2
AUTO POSTO PELANDA 27,2
PADARIA JULIANA,2
99* POP 31Mai 15h35min,2
WCT CATERING,2
NA GARAGEM,2
POSTO COMBUSTIVEL SULA,2
MARKKA COMERCIAL LTDA,2
EST.AVDA.RAMON CARRANZA,2
COMERCIAL NAKAHARADA,2
SK CLUBE DE TIRO,2
ElisbeteGomesDeAl,2
MERCPAGO    *VAPESKUL,2
PICPAY *XZ8 ATHOSALBU,2
MERCADO MASTER,2
JABA,2
AutoPostoMaria,2
DIA 9890,2
COLISEU RESTAURANTE,2
THEMINIFOREST,2
MERCPAGO*SERVICEELETRO,2
FARMACIA SANCHEZ QUIROS,2
SANTA FE TABACARIA,2
EC*ASSISTENCIAEN,2
KarolinePereiraDe,2
ZARA-CIDADE JARDIM,2
ESTANC,1
Facebook A7D4HTAHU2,1
IZ *LEXINGTON CATERING,1
DL          *238238647,1
BAR EL VISO,1
PAYPAL *INVOICEHOME,1
*DEUTSCHE BANK,1
N076631,1
PRODUTOS GLOBO,1
CRV*Verification Transact,1
EC *PAGSMILE,1
WWW.COSMODATA.GR,1
CAFETERIA ROMA,1
COINBASE 335N,1
DISCO N 8,1
IZ *BIRDMAN GROUP LIMI,1
THE GALLERY,1
NICE EXPERIENCE SL,1
AUTOGRILL 0018,1
ASDA GEORGE COM LEEDS,1
TS PATRICK ZURBRIGGEN,1
EXPENDEDURIA PALMA 30,1
ATLANTIS THE PALM LIMI,1
BIOIATRIKI GLYFADA,1
MIGROS M EX SIHLPASSAGE,1
SUPERMERCADO COSTA,1
POP SONDRIO MIL,1
PLAISIO_ARGYROUPOLI,1
99* POP 21Set 21h57min,1
COTE BRASSERIE - TEDDI,1
RECARGAPAY OI,1
MONTE BU,1
ZOKO ZAHARA,1
ELIAS BOULANGER,1
OH GAR MALAGA,1
PARKING ATH INT AIRPOR,1
99* POP 21Ago 04h24min,1
Billa Kridlovicka 34,1
Revolut**4340*,1
Shell Dagenham,1
PAYPAL *GOOGLE GOOGLE P,1
CENTRAL FLORIST   PET,1
EL CORTE INGLES PINTOR SO,1
LF Y FAMLIA,1
THE BROWN COW,1
PURIFICACION GARCIA DEL A,1
DIN TAI FUNG,1
Facebook LLTQWR2652,1
SUPERVALU,1
CEDIPSA 13321-1 E.S. CUAT,1
DL          *926138135,1
EL FARO MEDITERRANEO,1
A   G KLEIMA IMPORT EXPO,1
99* POP 20Ago 00h14min,1
THE VIEW RESTAURANT,1
CAFE INN,1
BARAO CARNES,1
20950368 2,1
MESHICO REST & CAFE FZ,1
WWW.TOOLSTATION.COM,1
20048074,1
AVANTI STRUGA 22,1
AIRBNB * HMCY3TPMWP,1
CERAMICAS MARA,1
PRAXIS 229,1
BAA ADVANCE,1
DROG PORTO MARAVILHA,1
LA COOP DE BALENYA,1
36 DEGREES NORTH,1
99* POP 28Ago 05h09min,1
LINKEDIN-610*5372244,1
STARBUCKS C.C. HABANERAS,1
XIRINGUITO DE LA MEI,1
BOOTS LONDON,1
RESTAURACE PLUTEK,1
Nintendo of Europe GmbH,1
CHIRINGUITO AGUAMARINA,1
GDS BOULEVARDS,1
JUDIYA ENTERPRISES,1
SANDOR HERNANDE,1
LINKEDIN-603*1945394,1
adidas UK Limited,1
PRIMARK LARIOS CENTRO,1
FLAMENGO KVETINY,1
PAYPAL *LIFE INFORM,1
EXPLOSCASTROS,1
SumUp  *LION BURGER,1
SP * BOOKS2DOOR,1
MARKS&SPENCER PLC,1
DOMINO'S PIZZA,1
99* POP 16Ago 04h03min,1
pussit.net,1
MARION COMTRANS,1
POSTO GALO LAGOA,1
Ding 62123917,1
SZAMOS CSOKOLADE (EUR),1
HOLLAND  AND BARRETT,1
PBZTDOBRAISTOKREST,1
TESCO STORES 5517,1
99* POP 29Abr 09h48min,1
BIGO Live,1
COINBASE AMRGRZVQZ,1
NEW CAPITAL 2000 SL,1
PAYPAL *ONECARE GR,1
STGCOACH/CTYLINK,1
MERCADINHO RORAIMA,1
MERCPAGO*LEOSHOP,1
ONLY SUGAR,1
TAXI JOSE,1
CLAREL,1
DELIVEROO.ES,1
SPAIN PROJECT BIENE MA,1
IZ *Chango Empanadas,1
CONFISERIE SPRUNGLI AG V1,1
TE48576,1
CARREFOUR VIC,1
Ding 63007798,1
FCIA COSTASOL CENTRO,1
BSB_GLYFADA,1
PARK TOWERS S MARKET,1
CETURSA TAQUILLAS,1
GPV TORREMOLINOS,1
TAXI FERNANDO PECINO,1
TESCO STORE 2550,1
YAKUMO ENTERPRISES LIMITE,1
B   Q NEW MALDEN,1
ADEGA PALOSO,1
CHAMPALIMAUD CAFE,1
PETROLINA LEIVADION,1
K A GOAL KEEPING,1
MERCPAGO*LUXURIES,1
IZ *INSIDE SUCCESS UNI,1
TE31556,1
HEDIARD,1
U TRI CISARU,1
THE CIRCUS CAFE,1
CRV*Amazon.co.uk,1
NYX*PETRONETESPAASA,1
OAK,1
MatheusThiagoDaSi,1
99* POP 20Jul 17h09min,1
PAYPAL *JIMMY JOY,1
COINBASE 8NEX,1
MALAGA,1
ALICE HOUSE WH,1
OPTICA SOLVISION SC,1
TRADINGVIEW TRADINGVIE,1
DUKES MEADOW GOLF,1
MERCADO INTEGRACAO,1
MANGO MAGALUF,1
99* POP 27Jul 23h30min,1
TESCO-STORES 3339,1
CHIRINGUITO EL PASEO,1
Five Guys Germany GmbH,1
ARTEDEVIVER,1
ZASH BEANS DOTS C3,1
TEA SHOP ZENIA,1
C I A MODAS FUENGIROL,1
OHANA COCKTAIL BAR,1
"COSTASOL CRUCEROS, S.L.",1
CHARLIE'S TAVERN,1
BAR LA LEYENDA,1
PP*6382CODE,1
PAYPAL *SURGITECUKL EBA,1
PLANES BONES SL,1
CHELMSFORD STAR CO OP,1
"FIVE GUYS SPAIN,S.L.",1
"WWW,BRISTOLCAMERAS.CO.",1
GOLDENPOINT S.P.A.,1
E.S. BUENAS NOCHES,1
Glovo GLOVO B215Z198,1
AREA PISTE,1
Facebook AHA74RJ552,1
E.S. ESTELRICH ALOS SIMON,1
HERITAGE MALTA,1
SP * THE ORIGINAL DEFR,1
CARTERS CHEMIST,1
Facebook J5GTHR2652,1
COSMOPOLIS CAFE,1
SWINDON TOWN FC COMM,1
DANIEL MENA CARRILLO 2011,1
PAYPAL *LIFESTYLESP,1
PAYPAL *NEXTBIKE,1
GALERIES LAFAYETTE,1
POST OFFICE COUNTER,1
TESCO STORES 4910,1
Revolut**9668*,1
GOLDCAR AEROPUERTO MAL,1
MERCADONA BUTIHONDO,1
ESSO TWIN BRIDGES SSTN,1
COPACABANA GARDEN,1
99* POP 06Ago 23h45min,1
HOTEL SOLAR DE TEJADA,1
LAS IGUANAS,1
MARROBBIO,1
GIARDINO PAD E CONFEIT,1
The Forest Home,1
LI36Y61,1
iZ *KARPATY BAKERY HAR,1
CHALKDOWN CIDER,1
TESCO STORES 2326,1
SILVANO DOS SANTOS VAR,1
E.S. RIO CASTOR II,1
SUPERMERCADOS ZAZO S.L,1
CAFETERIA CAPRITXOS,1
SA XERXA,1
autoservice boca fria,1
iZ *Marco Polo Gemelli,1
VELA BEACH LA MATA,1
HP TRANSPORTES COLETIV,1
RESTAURANTE MAKALU,1
99* POP 25Ago 23h49min,1
DEPOSITO DE BEBIDAS SA,1
SANTA MARIA,1
DGA COMERCIAL LTDA EPP,1
TWITCH,1
HT Close-Friend-Wel,1
BAR CAFETERIA KRS,1
JMP S.A. BIEDRONKA 5158,1
MERCPAGO    *KIDELICI,1
CAMAIEU,1
CASA ANDRES,1
99* POP 15Ago 00h09min,1
